,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,Survivors,seating_capacity,State,City
14076,20001213X33076,Accident,FTW86LRD08,1986-03-02,"MANY, LA",United States,3R4,HART,Non-Fatal,Substantial,Airplane,N5234K,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,3,2,cessna 172p,172,2.0,4-seater,LA,MANY
14078,20001213X33037,Accident,DEN86LA089,1986-03-02,"EPHRAIM, UT",United States,,,Non-Fatal,Substantial,Airplane,N7879U,cessna,172f,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1986,3,2,cessna 172f,172,1.0,4-seater,UT,EPHRAIM
14080,20001213X32996,Accident,BFO86LA017,1986-03-02,"ELKTON, MD",United States,,,Non-Fatal,Substantial,Airplane,N8167R,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,3,2,piper pa28161,pa-28,1.0,4-seater,MD,ELKTON
14085,20001213X33178,Accident,SEA86LA070,1986-03-03,"AMERICAN FALLS, ID",United States,U01,AMERICAN FALLS,Non-Fatal,Substantial,Airplane,N6486J,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,3,cessna 172,172,1.0,4-seater,ID,AMERICAN FALLS
14089,20001213X33091,Accident,LAX86LA133,1986-03-04,"SAN LUIS OBISPO, CA",United States,SBP,SAN LUIS OBISPO,Non-Fatal,Substantial,Airplane,N49429,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,4,cessna 152,152,1.0,2-seater,CA,SAN LUIS OBISPO
14105,20001213X33057,Accident,FTW86FPA21,1986-03-07,"CRESSON, TX",United States,50F,BOURLAND FIELD,Non-Fatal,Substantial,Airplane,N6307G,cessna,150k,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1986,3,7,cessna 150k,150,2.0,2-seater,TX,CRESSON
14107,20001213X33140,Accident,MKC86FCA02,1986-03-08,"OLD MONROE, MO",United States,,,Non-Fatal,Destroyed,Airplane,N8143L,cessna,a152,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,8,cessna a152,152,2.0,2-seater,MO,OLD MONROE
14110,20001213X33001,Accident,CHI86FA100A,1986-03-08,"LAFOX, IL",United States,DPA,DU PAGE,Fatal(2),Destroyed,Airplane,N72MA,cessna,172m,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,3,8,cessna 172m,172,2.0,4-seater,IL,LAFOX
14112,20001213X33118,Accident,MIA86FA093,1986-03-08,"KISSIMMEE, FL",United States,ISM,KISSIMMEE MUNC.,Non-Fatal,Substantial,Airplane,N877AP,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,3,8,piper pa28140,pa-28,2.0,4-seater,FL,KISSIMMEE
14116,20001213X33096,Accident,LAX86LA138,1986-03-09,"GUINDA, CA",United States,,,Non-Fatal,Substantial,Airplane,N6740H,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1986,3,9,cessna 172m,172,2.0,4-seater,CA,GUINDA
14120,20001213X33017,Accident,CHI86LA101,1986-03-09,"CARMEL, IN",United States,IN83,,Non-Fatal,Substantial,Airplane,N93989,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,3,9,cessna 152,152,1.0,2-seater,IN,CARMEL
14122,20001213X32980,Accident,ATL86LA088,1986-03-09,"MOCKSVILLE, NC",United States,8A7,TWIN LAKES,Non-Fatal,Substantial,Airplane,N5276M,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,9,cessna 152,152,1.0,2-seater,NC,MOCKSVILLE
14128,20001213X33059,Accident,FTW86FRD10,1986-03-10,"KROTZ SPRINGS, LA",United States,,,Non-Fatal,Substantial,Airplane,N40820,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Cruise,Probable Cause,1986,3,10,piper pa28140,pa-28,3.0,4-seater,LA,KROTZ SPRINGS
14134,20001213X32997,Accident,BFO86LA019,1986-03-11,"ORANGE, VA",United States,W93,ORANGE COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N6143K,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,11,cessna 150m,150,1.0,2-seater,VA,ORANGE
14135,20001213X32974,Accident,ATL86FMG05,1986-03-11,"YADKINVILLE, NC",United States,PVT,YADKINVILLE,Non-Fatal,Substantial,Airplane,N4752X,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,11,cessna 150,150,1.0,2-seater,NC,YADKINVILLE
14137,20001213X33097,Accident,LAX86LA139,1986-03-12,"HANAKULI, HI",United States,,NAS BARBERS P1,Non-Fatal,Destroyed,Airplane,N8467M,cessna,a150k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,1986,3,12,cessna a150k,150,2.0,2-seater,HI,HANAKULI
14139,20001213X33196,Accident,SEA86LA127,1986-03-12,"MORGAN, OR",United States,,,Non-Fatal,Substantial,Airplane,N45174,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,12,cessna 150,150,1.0,2-seater,OR,MORGAN
14141,20001213X32994,Accident,BFO86FA020,1986-03-12,"UPPER MARLBORO, MD",United States,W32,HYDEFIELD,Non-Fatal,Substantial,Airplane,N2780L,cessna,172h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1986,3,12,cessna 172h,172,3.0,4-seater,MD,UPPER MARLBORO
14147,20001213X33009,Accident,CHI86FER01,1986-03-13,"WILLIAMS, MN",United States,,,Non-Fatal,Substantial,Airplane,N3706R,cessna,172h,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,13,cessna 172h,172,4.0,4-seater,MN,WILLIAMS
14158,20001213X33064,Accident,FTW86LA042,1986-03-15,"MARIETTA, OK",United States,T40,MCGHEE CATFISH FARM ARPT,Non-Fatal,Substantial,Airplane,N7576G,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,1986,3,15,cessna 172n,172,3.0,4-seater,OK,MARIETTA
14159,20001213X32986,Accident,ATL86LA096,1986-03-15,"STONE MOUNTAIN, GA",United States,,,Non-Fatal,Substantial,Airplane,N7374G,cessna,172k,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,UNK,Takeoff,Probable Cause,1986,3,15,cessna 172k,172,2.0,4-seater,GA,STONE MOUNTAIN
14167,20001213X33018,Accident,CHI86LA103,1986-03-16,"BROOKLYN PARK, MN",United States,MIC,CRYSTAL,Non-Fatal,Substantial,Airplane,N4633B,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,16,cessna 152,152,1.0,2-seater,MN,BROOKLYN PARK
14168,20001213X32985,Accident,ATL86LA095,1986-03-16,"LAFAYETTE, TN",United States,3M7,LAFAYETTE,Non-Fatal,Substantial,Airplane,N2618J,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,3,16,cessna 150,150,2.0,2-seater,TN,LAFAYETTE
14172,20001213X33145,Accident,MKC86LA069,1986-03-17,"WARREN, AR",United States,3M9,WARREN MUNI,Non-Fatal,Destroyed,Airplane,N1530E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,3,17,cessna 172n,172,2.0,4-seater,AR,WARREN
14176,20001213X33020,Accident,CHI86LA105,1986-03-17,"LANSING, MI",United States,LAN,CAPITOL CITY,Non-Fatal,Substantial,Airplane,N50851,cessna,150j,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,17,cessna 150j,150,1.0,2-seater,MI,LANSING
14177,20001213X32987,Accident,ATL86LA099,1986-03-17,"CROSSVILLE, TN",United States,CSV,CROSSVILLE,Non-Fatal,Substantial,Airplane,N7613J,piper,pa28r180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1986,3,17,piper pa28r180,pa-28,4.0,4-seater,TN,CROSSVILLE
14184,20001213X33102,Accident,LAX86LA146,1986-03-19,"HAYWARD, CA",United States,HWD,HAYWARD AIR TERMINAL,Non-Fatal,Substantial,Airplane,N52628,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,19,cessna 172p,172,1.0,4-seater,CA,HAYWARD
14199,20001213X33072,Accident,FTW86LA072,1986-03-21,"WACO, TX",United States,,SCOTT FIELD,Non-Fatal,Substantial,Airplane,N758KU,cessna,r172k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,3,21,cessna r172k,172,2.0,4-seater,TX,WACO
14209,20001213X33167,Accident,NYC86LA088,1986-03-22,"SPRINGVALE, ME",United States,,,Non-Fatal,Substantial,Airplane,N4211T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,3,22,piper pa28140,pa-28,1.0,4-seater,ME,SPRINGVALE
14210,20001213X33166,Accident,NYC86LA087,1986-03-22,"HARTFORD, CT",United States,HFD,BRAINARD,Non-Fatal,Substantial,Airplane,N4347G,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,22,piper pa28161,pa-28,1.0,4-seater,CT,HARTFORD
14212,20001213X33149,Accident,MKC86LA073,1986-03-22,"OIL TROUGH, AR",United States,,,Non-Fatal,Substantial,Airplane,N30561,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,1986,3,22,piper pa28181,pa-28,4.0,4-seater,AR,OIL TROUGH
14213,20001213X33147,Accident,MKC86LA071,1986-03-22,"NEOSHO, MO",United States,EOS,MEMORIAL,Non-Fatal,Substantial,Airplane,N1017X,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,3,22,piper pa28151,pa-28,2.0,4-seater,MO,NEOSHO
14217,20001213X32962,Accident,ANC86LA039,1986-03-22,"ANCHORAGE, AK",United States,MRI,MERRILL,Non-Fatal,Substantial,Airplane,N5892B,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1986,3,22,cessna 172g,172,1.0,4-seater,AK,ANCHORAGE
14220,20001213X33168,Accident,NYC86LA089,1986-03-23,"DANBURY, CT",United States,DXR,DANBURY MUNI,Non-Fatal,Substantial,Airplane,N80021,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,23,piper pa28161,pa-28,1.0,4-seater,CT,DANBURY
14223,20001213X33006,Accident,CHI86FEE01,1986-03-23,"MARSEILLES, IL",United States,,PRAIRIE LAKE HUNT CLUB,Non-Fatal,Substantial,Airplane,N97266,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1986,3,23,cessna 172,172,2.0,4-seater,IL,MARSEILLES
14227,20001213X33106,Accident,LAX86LA152,1986-03-24,"FRESNO, CA",United States,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,Airplane,N49420,cessna,c152t,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,24,cessna c152t,152,1.0,2-seater,CA,FRESNO
14233,20001213X33108,Accident,LAX86LA154,1986-03-25,"TUCSON, AZ",United States,RYN,RYAN FIELD,Non-Fatal,Substantial,Airplane,N22613,cessna,150h,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1986,3,25,cessna 150h,150,1.0,2-seater,AZ,TUCSON
14234,20001213X33107,Accident,LAX86LA153,1986-03-25,"LAKEPORT, CA",United States,102,LAMPSON,Non-Fatal,Substantial,Airplane,N4863F,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,25,cessna 172n,172,1.0,4-seater,CA,LAKEPORT
14237,20001213X32988,Accident,ATL86LA101,1986-03-25,"ADVANCE, NC",United States,8A7,TWIN LAKES,Non-Fatal,Substantial,Airplane,N737DR,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,25,cessna 172n,172,1.0,4-seater,NC,ADVANCE
14244,20001213X33186,Accident,SEA86LA083,1986-03-26,"LAS VEGAS, NV",United States,LAS,MCCARREN INTERNATIONAL,Non-Fatal,Substantial,Airplane,N6355G,cessna,150k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,1986,3,26,cessna 150k,150,2.0,2-seater,NV,LAS VEGAS
14251,20001213X33056,Accident,FTW86FA054,1986-03-28,"SALINA, OK",United States,,,Fatal(1),Destroyed,Airplane,N6306S,cessna,150g,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,1986,3,28,cessna 150g,150,0.0,2-seater,OK,SALINA
14256,20001213X33024,Accident,CHI86LA110,1986-03-28,"MIDDLETON, WI",United States,C29,MOREY AIRPORT,Non-Fatal,Substantial,Airplane,N20866,cessna,172mm,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1986,3,28,cessna 172mm,172,3.0,4-seater,WI,MIDDLETON
14258,20001213X33112,Accident,LAX86LA158,1986-03-29,"KAILUA KONA, HI",United States,,,Fatal(1),Destroyed,Airplane,N7384G,cessna,150l,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,29,cessna 150l,150,0.0,2-seater,HI,KAILUA KONA
14263,20001213X33171,Accident,NYC86LA095,1986-03-29,"PITTSFIELD, MA",United States,PSF,PITTSFIELD,Non-Fatal,Substantial,Airplane,N49107,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,29,cessna 152,152,1.0,2-seater,MA,PITTSFIELD
14267,20001213X33070,Accident,FTW86LA053,1986-03-29,"SALLISAW, OK",United States,,SALLISAW,Non-Fatal,Substantial,Airplane,N7341A,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1986,3,29,cessna 172,172,2.0,4-seater,OK,SALLISAW
14275,20001213X33055,Accident,FTW86FA051,1986-03-30,"DEL RIO, TX",United States,,,Fatal(4),Destroyed,Airplane,N8423E,cessna,172n,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,30,cessna 172n,172,0.0,4-seater,TX,DEL RIO
14284,20001213X32989,Accident,ATL86LA103,1986-03-30,"FORT RUCKER, AL",United States,OZR,CAIRNS AAF,Non-Fatal,Substantial,Airplane,N8140Y,piper,pa28rt201t,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,3,30,piper pa28rt201t,pa-28,2.0,4-seater,AL,FORT RUCKER
14295,20001213X33021,Accident,CHI86LA106,1986-03-31,"VEEDERSBURG, IN",United States,,,Non-Fatal,Substantial,Airplane,N9910W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,31,piper pa28140,pa-28,1.0,4-seater,IN,VEEDERSBURG
14303,20001213X33377,Accident,MKC86LA078,1986-04-02,"AVA, MO",United States,,,Non-Fatal,Substantial,Airplane,N80751,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1986,4,2,cessna 172,172,3.0,4-seater,MO,AVA
14305,20001213X33301,Accident,LAX86LA150,1986-04-02,"ROSAMOND, CA",United States,,LLOYD'S LANDING,Non-Fatal,Substantial,Airplane,N666BH,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,2,cessna 172m,172,1.0,4-seater,CA,ROSAMOND
14310,20001213X33304,Accident,LAX86LA164,1986-04-03,"TUCSON, AZ",United States,40E,LA CHOLLA,Non-Fatal,Substantial,Airplane,N50306,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,3,cessna 150h,150,1.0,2-seater,AZ,TUCSON
14311,20001213X33303,Accident,LAX86LA163,1986-04-03,"GLENDALE, AZ",United States,P37,GLENDALE MUNI,Non-Fatal,Substantial,Airplane,N7563U,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,4,3,cessna 150m,150,1.0,2-seater,AZ,GLENDALE
14312,20001213X33209,Accident,ATL86LA104,1986-04-03,"MURFREESBORO, TN",United States,MBT,MURFREESBORO MUNI,Non-Fatal,Substantial,Airplane,N93589,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,3,cessna 152,152,1.0,2-seater,TN,MURFREESBORO
14314,20001213X33341,Accident,MIA86FA110,1986-04-04,"OCKLAWAHA, FL",United States,,,Fatal(1),Destroyed,Airplane,N742JM,piper,pa28r201,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1986,4,4,piper pa28r201,pa-28,1.0,4-seater,FL,OCKLAWAHA
14317,20001213X33378,Accident,MKC86LA079,1986-04-04,"NESS CITY, KS",United States,48K,MUNICIPAL,Non-Fatal,Substantial,Airplane,N9866G,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,4,cessna 172,172,1.0,4-seater,KS,NESS CITY
14318,20001213X33348,Accident,MIA86LA111,1986-04-04,"BOCA RATON, FL",United States,,,Non-Fatal,Substantial,Airplane,N50845,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1986,4,4,cessna 150j,150,1.0,2-seater,FL,BOCA RATON
14321,20001213X33280,Accident,FTW86LA061,1986-04-04,"SPRINGTOWN, TX",United States,,KEZER,Non-Fatal,Substantial,Airplane,N9019W,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,4,4,piper pa28235,pa-28,2.0,4-seater,TX,SPRINGTOWN
14323,20001213X33411,Accident,SEA86FA092B,1986-04-05,"SEATTLE, WA",United States,S60,KENMORE AIR HARBOR,Fatal(4),Destroyed,Airplane,N65783,cessna,172p,No,1.0,Reciprocating,Instructional,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,4,5,cessna 172p,172,0.0,4-seater,WA,SEATTLE
14324,20001213X33411,Accident,SEA86FA092A,1986-04-05,"SEATTLE, WA",United States,S60,KENMORE AIR HARBOR,Fatal(4),Destroyed,Airplane,N99034,cessna,172p,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,4,5,cessna 172p,172,0.0,4-seater,WA,SEATTLE
14327,20001213X33371,Accident,MKC86FA080,1986-04-05,"HANNIBAL, MO",United States,HAE,HANNIBAL MUNI,Non-Fatal,Substantial,Airplane,N8917S,cessna,150f,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1986,4,5,cessna 150f,150,1.0,2-seater,MO,HANNIBAL
14330,20001213X33263,Accident,DEN86LA110,1986-04-05,"FALCON, CO",United States,,,Non-Fatal,Substantial,Airplane,N1580Q,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,1986,4,5,cessna 150l,150,2.0,2-seater,CO,FALCON
14337,20001213X33352,Accident,MIA86LA118,1986-04-06,"UMATILLA, FL",United States,X23,UMATILLA MUNICIPAL,Non-Fatal,Substantial,Airplane,N2662R,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,4,6,piper pa28r200,pa-28,2.0,4-seater,FL,UMATILLA
14339,20001213X33245,Accident,CHI86LA116,1986-04-06,"SENECA, IL",United States,1LL2,SPRING BROOK,Non-Fatal,Substantial,Airplane,N6829H,cessna,172m,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Landing,Probable Cause,1986,4,6,cessna 172m,172,4.0,4-seater,IL,SENECA
14347,20001213X33225,Accident,BFO86FA021,1986-04-07,"CHESAPEAKE, VA",United States,PVG,HAMPTON ROADS,Fatal(3),Destroyed,Airplane,N9636W,piper,pa28140,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,1986,4,7,piper pa28140,pa-28,0.0,4-seater,VA,CHESAPEAKE
14352,20001213X33213,Accident,ATL86LA108,1986-04-08,"CHARLOTTE, NC",United States,8AG,WILGROVE AIRPARK,Non-Fatal,Destroyed,Airplane,N2851Q,cessna,172l,No,1.0,Reciprocating,Instructional,0.0,1.0,3.0,0.0,VMC,Takeoff,Probable Cause,1986,4,8,cessna 172l,172,4.0,4-seater,NC,CHARLOTTE
14356,20001213X33308,Accident,LAX86LA169,1986-04-08,"HESPERIA, CA",United States,L26,HESPERIA AIR LODGE,Non-Fatal,Substantial,Airplane,N5889V,piper,pa28181,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1986,4,8,piper pa28181,pa-28,1.0,4-seater,CA,HESPERIA
14360,20001213X33228,Accident,BFO86LA022,1986-04-08,"CLINTON, MD",United States,W28,P.G. AIRPARK,Non-Fatal,Substantial,Airplane,N757JZ,cessna,152ii,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,8,cessna 152ii,152,1.0,2-seater,MD,CLINTON
14363,20001213X33309,Accident,LAX86LA170,1986-04-09,"SAN JOSE, CA",United States,RHV,REID HILLVIEW,Non-Fatal,Substantial,Airplane,N9237K,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1986,4,9,piper pa28151,pa-28,1.0,4-seater,CA,SAN JOSE
14364,20001213X33281,Accident,FTW86LA062,1986-04-09,"EL PASO, TX",United States,TX04,EL PASO,Non-Fatal,Substantial,Airplane,N69054,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1986,4,9,cessna 152,152,1.0,2-seater,TX,EL PASO
14375,20001213X33386,Accident,MKC86LA092,1986-04-11,"OMAHA, NE",United States,OMA,EPPLEY AIRFIELD,Non-Fatal,Substantial,Airplane,N63177,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,11,cessna 172p,172,1.0,4-seater,NE,OMAHA
14383,20001213X33420,Accident,SEA86LA103,1986-04-12,"RENO, NV",United States,RNO,CANNON INTERNATIONAL,Non-Fatal,Substantial,Airplane,N5786T,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,12,cessna 172,172,1.0,4-seater,NV,RENO
14389,20001213X33313,Accident,LAX86LA174,1986-04-12,"MESA, AZ",United States,FFZ,FALCON FIELD,Non-Fatal,Substantial,Airplane,N6235D,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,12,cessna 172n,172,1.0,4-seater,AZ,MESA
14398,20001213X33315,Accident,LAX86LA176,1986-04-13,"SNELLINGS, CA",United States,,,Non-Fatal,Substantial,Airplane,N5150B,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1986,4,13,cessna 152,152,2.0,2-seater,CA,SNELLINGS
14400,20001213X33238,Accident,CHI86FER04,1986-04-13,"BROOKLYN CENTER, MN",United States,,,Non-Fatal,Substantial,Airplane,N84277,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,4,13,piper pa28181,pa-28,2.0,4-seater,MN,BROOKLYN CENTER
14401,20001213X33217,Accident,ATL86LA112,1986-04-13,"ORANGEBURG, SC",United States,OGB,ORANGEBURG,Non-Fatal,Substantial,Airplane,N714DC,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1986,4,13,cessna 150,150,1.0,2-seater,SC,ORANGEBURG
14405,20001213X33218,Accident,ATL86LA113,1986-04-14,"APPALACHIA, VA",United States,,,Non-Fatal,Destroyed,Airplane,N7792E,cessna,150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1986,4,14,cessna 150,150,1.0,2-seater,VA,APPALACHIA
14409,20001213X33402,Accident,NYC86LA103,1986-04-14,"HAMPDEN, ME",United States,BGR,BANGOR INT'L.,Non-Fatal,Substantial,Airplane,N6264W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1986,4,14,piper pa28140,pa-28,4.0,4-seater,ME,HAMPDEN
14410,20001213X33401,Accident,NYC86LA102,1986-04-14,"NEWTON, NJ",United States,3N5,NEWTON,Non-Fatal,Substantial,Airplane,N44DN,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1986,4,14,cessna 150j,150,1.0,2-seater,NJ,NEWTON
14415,20001213X33226,Accident,BFO86FA023,1986-04-14,"CAMP SPRINGS, MD",United States,ADW,ANDREWS AFB,Non-Fatal,Substantial,Airplane,N32613,piper,pa28r200,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,1986,4,14,piper pa28r200,pa-28,2.0,4-seater,MD,CAMP SPRINGS
14416,20001213X33224,Accident,ATL86MA114B,1986-04-14,"HOLLISTON, MA",United States,,,Fatal(4),Substantial,Airplane,N52118,cessna,172,No,1.0,Reciprocating,Personal,4.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1986,4,14,cessna 172,172,2.0,4-seater,MA,HOLLISTON
14418,20001213X33316,Accident,LAX86LA179,1986-04-15,"HESPERIA, CA",United States,L26,HESPERIN AIR LODGE,Non-Fatal,Destroyed,Airplane,N22134,cessna,150h,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Go-around,Probable Cause,1986,4,15,cessna 150h,150,2.0,2-seater,CA,HESPERIA
